,Measurement Basis,TT,TR,RT,RR
0,H,75925,438,86872,1104
1,D,37492,45177,40641,35162
2,R,37590,44481,40008,35326
3,V,260,88216,585,62733
4,A,37944,44574,43589,33358
5,L,37639,45523,42617,34137
