,Measurement Basis,TT,TR,RT,RR
0,H,11405,66019,14697,53757
1,D,57348,13411,76439,9439
2,R,23710,52058,49209,30713
3,V,57355,13172,78392,8914
4,A,11352,65773,14025,55569
5,L,45228,27870,43673,34372
