Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,74319,28646,100676,27009,174995,55655
1,D,12938,101837,9012,99215,21950,201052
2,R,70461,34468,65635,55655,136096,90123
3,V,24140,89345,29238,81982,53378,171327
4,A,85107,15964,122698,9398,207805,25362
5,L,28705,83905,66325,55023,95030,138928
