Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,121909,21875,144399,21302,266308,43177
1,D,26958,122446,24359,117712,51317,240158
2,R,92806,53800,75739,76712,168545,130512
3,V,20672,128010,20630,117234,41302,245244
4,A,117273,28572,141809,23718,259082,52290
5,L,51573,96901,88122,66663,139695,163564
