Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73975,74333,97154,62002,171129,136335
1,D,144864,538,164218,8574,309082,9112
2,R,71273,77230,129063,39152,200336,116382
3,V,72804,75482,92678,65581,165482,141063
4,A,309,149179,13502,128328,13811,277507
5,L,74400,74008,50197,99579,124597,173587
