,Measurement Basis,TT,TR,RT,RR
0,H,82149,17021,112256,16743
1,D,31480,77295,25359,84567
2,R,77240,23332,86680,37017
3,V,14038,98168,17293,89663
4,A,63494,38263,102829,23115
5,L,18689,92953,41463,72685
