Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21092,129216,30717,111947,51809,241163
1,D,120204,27528,127416,36495,247620,64023
2,R,94282,54438,140323,27148,234605,81586
3,V,125836,22189,151517,18925,277353,41114
4,A,26287,123411,52635,98673,78922,222084
5,L,52900,97432,43006,106613,95906,204045
