,Measurement Basis,TT,TR,RT,RR
0,H,21092,129216,30717,111947
1,D,120204,27528,127416,36495
2,R,94282,54438,140323,27148
3,V,125836,22189,151517,18925
4,A,26287,123411,52635,98673
5,L,52900,97432,43006,106613
