Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,50861,56110,68075,49501,118936,105611
1,D,35778,74499,19733,86448,55511,160947
2,R,96641,2797,112737,16229,209378,19026
3,V,47556,60969,61210,55186,108766,116155
4,A,61513,43052,111523,16314,173036,59366
5,L,2028,112589,19655,86367,21683,198956
