detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
4,12,2554339144876243968,2554339144876243968,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,10,2554339144877426688,2554339144877426688,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
1,4,2554339144886121472,2554339144886121472,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
2,7,2554339144893432320,2554339144893432320,2025-06-18--18h-41m-46s,H,H,2025-06-18--18h-41m-18s
1,9,2554339144916368384,2554339144916368384,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
2,9,2554339144928496128,2554339144928496128,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,9,2554339144929280000,2554339144929280000,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
1,4,2554339144933746688,2554339144933746688,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
10,12,2554339144934392320,2554339144934392320,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,12,2554339144934919168,2554339144934919168,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,9,2554339144936804352,2554339144936804352,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
1,4,2554339144938430976,2554339144938430976,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,12,2554339144942502400,2554339144942502400,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
9,12,2554339144943947776,2554339144943947776,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
11,12,2554339144952307712,2554339144952307712,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
1,12,2554339144961855488,2554339144961855488,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
9,12,2554339144974693888,2554339144974693888,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,11,2554339144980171776,2554339144980171776,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
4,9,2554339145001555456,2554339145001555456,2025-06-18--18h-41m-45s,H,H,2025-06-18--18h-41m-18s
