Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,37620,38568,45603,30410,83223,68978
1,D,67307,4940,86678,1049,153985,5989
2,R,20188,60511,45399,32948,65587,93459
3,V,32979,44076,47045,30132,80024,74208
4,A,4075,77457,524,65255,4599,142712
5,L,51064,23296,42441,34123,93505,57419
