,Measurement Basis,TT,TR,RT,RR
0,H,37620,38568,45603,30410
1,D,67307,4940,86678,1049
2,R,20188,60511,45399,32948
3,V,32979,44076,47045,30132
4,A,4075,77457,524,65255
5,L,51064,23296,42441,34123
