data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-32m-37s,75.0,15.0,4.0,66.0,160.0
2025-06-18--18h-32m-37s,82.0,17.0,4.0,57.0,160.0
2025-06-18--18h-32m-37s,70.0,22.0,2.0,66.0,160.0
2025-06-18--18h-32m-37s,79.0,26.0,3.0,52.0,160.0
2025-06-18--18h-32m-37s,76.0,27.0,1.0,56.0,160.0
2025-06-18--18h-32m-37s,69.0,24.0,1.0,66.0,160.0
2025-06-18--18h-32m-37s,80.0,18.0,2.0,60.0,160.0
2025-06-18--18h-32m-37s,81.0,20.0,4.0,55.0,160.0
2025-06-18--18h-32m-37s,89.0,10.0,1.0,60.0,160.0
2025-06-18--18h-32m-37s,89.0,28.0,2.0,41.0,160.0
2025-06-18--18h-32m-37s,74.0,27.0,4.0,55.0,160.0
2025-06-18--18h-32m-37s,82.0,22.0,2.0,54.0,160.0
2025-06-18--18h-32m-37s,90.0,20.0,1.0,49.0,160.0
2025-06-18--18h-32m-37s,80.0,18.0,3.0,59.0,160.0
2025-06-18--18h-32m-37s,85.0,21.0,4.0,50.0,160.0
2025-06-18--18h-32m-37s,95.0,12.0,2.0,51.0,160.0
2025-06-18--18h-32m-37s,84.0,18.0,3.0,55.0,160.0
2025-06-18--18h-32m-37s,78.0,15.0,1.0,66.0,160.0
2025-06-18--18h-32m-37s,83.0,22.0,1.0,54.0,160.0
2025-06-18--18h-32m-37s,79.0,13.0,1.0,67.0,160.0
2025-06-18--18h-32m-37s,82.0,19.0,1.0,58.0,160.0
2025-06-18--18h-32m-37s,82.0,22.0,1.0,55.0,160.0
2025-06-18--18h-32m-37s,80.0,17.0,1.0,62.0,160.0
2025-06-18--18h-32m-37s,80.0,19.0,0.0,61.0,160.0
2025-06-18--18h-32m-37s,81.0,16.0,0.0,63.0,160.0
2025-06-18--18h-32m-37s,76.0,27.0,3.0,54.0,160.0
2025-06-18--18h-32m-37s,91.0,19.0,1.0,49.0,160.0
2025-06-18--18h-32m-37s,84.0,21.0,3.0,52.0,160.0
2025-06-18--18h-32m-37s,86.0,26.0,1.0,47.0,160.0
2025-06-18--18h-32m-37s,81.0,15.0,2.0,62.0,160.0
2025-06-18--18h-32m-37s,73.0,17.0,2.0,68.0,160.0
2025-06-18--18h-32m-37s,78.0,27.0,1.0,54.0,160.0
2025-06-18--18h-32m-37s,84.0,26.0,1.0,49.0,160.0
2025-06-18--18h-32m-37s,73.0,16.0,3.0,68.0,160.0
2025-06-18--18h-32m-37s,80.0,25.0,0.0,55.0,160.0
2025-06-18--18h-32m-37s,82.0,15.0,2.0,61.0,160.0
2025-06-18--18h-32m-37s,87.0,15.0,1.0,57.0,160.0
2025-06-18--18h-32m-37s,92.0,18.0,1.0,49.0,160.0
2025-06-18--18h-32m-37s,84.0,19.0,3.0,54.0,160.0
2025-06-18--18h-32m-37s,83.0,19.0,3.0,55.0,160.0
2025-06-18--18h-32m-37s,84.0,18.0,1.0,57.0,160.0
2025-06-18--18h-32m-37s,83.0,23.0,2.0,52.0,160.0
2025-06-18--18h-32m-37s,75.0,22.0,6.0,57.0,160.0
2025-06-18--18h-32m-37s,73.0,19.0,0.0,68.0,160.0
2025-06-18--18h-32m-37s,77.0,29.0,3.0,51.0,160.0
2025-06-18--18h-32m-37s,82.0,14.0,4.0,60.0,160.0
2025-06-18--18h-32m-37s,72.0,16.0,3.0,69.0,160.0
2025-06-18--18h-32m-37s,90.0,23.0,1.0,46.0,160.0
2025-06-18--18h-32m-37s,86.0,13.0,1.0,60.0,160.0
2025-06-18--18h-32m-37s,92.0,9.0,2.0,57.0,160.0
2025-06-18--18h-32m-37s,68.0,30.0,1.0,61.0,160.0
2025-06-18--18h-32m-37s,73.0,18.0,3.0,66.0,160.0
2025-06-18--18h-32m-37s,94.0,11.0,1.0,54.0,160.0
2025-06-18--18h-32m-37s,86.0,24.0,0.0,50.0,160.0
2025-06-18--18h-32m-37s,80.0,18.0,3.0,59.0,160.0
2025-06-18--18h-32m-37s,75.0,17.0,4.0,64.0,160.0
2025-06-18--18h-32m-37s,85.0,17.0,2.0,56.0,160.0
2025-06-18--18h-32m-37s,76.0,24.0,3.0,57.0,160.0
2025-06-18--18h-32m-37s,72.0,20.0,2.0,66.0,160.0
2025-06-18--18h-32m-37s,76.0,11.0,0.0,73.0,160.0
2025-06-18--18h-32m-37s,82.0,23.0,1.0,54.0,160.0
2025-06-18--18h-32m-37s,89.0,26.0,1.0,44.0,160.0
2025-06-18--18h-32m-37s,85.0,21.0,0.0,54.0,160.0
2025-06-18--18h-32m-37s,82.0,24.0,2.0,52.0,160.0
2025-06-18--18h-32m-37s,79.0,16.0,1.0,64.0,160.0
2025-06-18--18h-32m-37s,80.0,21.0,2.0,57.0,160.0
2025-06-18--18h-32m-37s,68.0,18.0,3.0,71.0,160.0
