,Measurement Basis,TT,TR,RT,RR
0,H,53511,23482,62655,19468
1,D,67508,7357,70141,13950
2,R,47102,31521,71253,13075
3,V,20280,62234,28896,43898
4,A,5978,78582,16667,53981
5,L,26173,54918,14376,55217
