,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,27419,946,0,39661,0,0,1390,0,26013,407,433,28055,0,0,0,0,2371,0,4,0,5
1,6.7,27766,915,0,40384,0,0,1505,0,26220,426,460,28046,0,0,0,0,2366,2,0,0,5
2,7.1,27404,939,0,39611,0,0,1449,0,25665,417,427,28153,0,0,0,0,2372,1,1,0,5
3,7.5,27007,911,0,39896,0,0,1486,0,25680,470,472,28178,0,0,0,0,2364,1,1,0,5
4,7.9,27689,905,0,40492,0,0,1483,0,25738,370,427,28011,0,0,0,0,2418,1,0,0,5
5,8.3,27638,956,0,40169,0,0,1507,0,25530,378,463,28439,0,0,0,0,2374,3,2,0,5
6,8.7,27545,915,0,39957,0,0,1425,0,25867,459,425,27937,0,0,0,0,2410,0,0,0,5
7,9.1,27257,906,0,39934,0,0,1460,0,26007,389,476,28341,0,0,0,0,2349,1,1,0,5
8,9.5,27166,896,0,40473,0,0,1527,0,25601,420,426,27792,0,0,0,0,2296,3,2,0,5
9,9.9,26854,895,0,39910,0,0,1406,0,25447,419,456,27099,0,0,0,0,1243,0,0,0,5
10,9.95,26798,853,0,39284,0,0,1419,0,25361,405,417,27479,0,0,0,0,1104,0,0,0,5
11,10.0,26794,885,0,38629,0,0,1525,0,25465,386,467,27376,0,0,0,0,843,1,2,0,5
12,10.05,26553,904,0,39350,0,0,1380,0,25361,431,455,27135,0,0,0,0,615,1,1,0,5
13,10.1,26715,870,0,37836,0,0,1434,0,24978,441,417,26995,0,0,0,0,465,1,1,0,5
14,10.15,26632,883,0,38356,0,0,1458,0,25123,394,465,27016,0,0,0,0,303,1,0,0,5
15,10.2,26161,931,0,39020,0,0,1411,0,24947,365,460,26915,0,0,0,0,212,1,1,0,5
16,10.25,26201,920,0,37805,0,0,1436,0,24923,428,442,26929,0,0,0,0,103,0,1,0,5
17,10.3,26512,880,0,38503,0,0,1512,0,25123,406,469,27473,0,0,0,0,65,0,0,0,5
18,10.35,26787,870,0,38373,0,0,1351,0,25133,384,486,27327,0,0,0,0,90,2,0,0,5
19,10.4,26856,840,0,38260,0,0,1493,0,25072,432,427,26935,0,0,0,0,108,2,0,0,5
20,10.45,26331,892,0,38767,0,0,1451,0,25286,401,467,27069,0,0,0,0,190,1,0,0,5
21,10.5,26510,932,0,38422,0,0,1472,0,25209,399,457,27263,0,0,0,0,310,0,1,0,5
22,10.55,26463,956,0,38501,0,0,1460,0,25295,412,454,27329,0,0,0,0,503,0,1,0,5
23,10.6,26727,877,0,38778,0,0,1459,0,25311,399,476,27333,0,0,0,0,657,0,1,0,5
24,10.65,27251,883,0,39310,0,0,1442,0,25373,396,410,27427,0,0,0,0,840,2,0,0,5
25,10.7,27012,889,0,38936,0,0,1523,0,25320,386,454,27564,0,0,0,0,1018,0,0,0,5
26,10.75,27214,960,0,39633,0,0,1418,0,26109,410,488,27387,0,0,0,0,1237,0,1,0,5
27,11.1,27240,909,0,39640,0,0,1394,0,25794,393,462,28061,0,0,0,0,2173,0,1,0,5
28,11.5,27371,873,0,39550,0,0,1397,0,25930,435,443,28030,0,0,0,0,2231,2,1,0,5
29,11.9,27570,867,0,39741,0,0,1446,0,25542,409,436,28272,0,0,0,0,2400,1,1,0,5
30,12.3,27405,935,0,40520,0,0,1501,0,25596,405,436,27730,0,0,0,0,2308,3,2,0,5
31,12.7,26968,884,0,39722,0,0,1473,0,25545,441,462,28050,0,0,0,0,2481,3,0,0,5
32,13.1,27224,931,0,39689,0,0,1374,0,25778,388,443,27768,0,0,0,0,2294,0,1,0,5
33,13.5,27670,937,0,39657,0,0,1396,0,25692,431,446,28043,0,0,0,0,2360,0,3,0,5
34,13.9,27141,909,0,39509,0,0,1390,0,25672,456,458,27882,0,0,0,0,2397,3,1,0,5
35,14.3,27512,923,0,39874,0,0,1468,0,25830,449,460,27684,0,0,0,0,2320,2,0,0,5
