theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.2566370614359172,0,21.240598116688478,35.735443860909385,-26.05025324422436,-33.62630467232221,0.0001,500
