detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
9,12,DB_H,H,H,0,0,2025-05-28--11h-39m-44s-895256
9,11,SB,H,H,0,1,2025-05-28--11h-39m-44s-895256
9,10,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
11,12,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
10,12,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
10,11,DB_V,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,9,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,12,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,11,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,10,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,4,DB_H,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,7,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
1,2,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
4,9,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
4,12,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
4,11,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
4,10,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
4,7,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
7,9,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
7,12,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
7,11,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
7,10,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,9,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,12,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,11,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,10,C,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,4,SB,H,H,0,0,2025-05-28--11h-39m-44s-895256
2,7,DB_V,H,H,0,0,2025-05-28--11h-39m-44s-895256
9,12,DB_H,H,H,1,0,2025-05-28--11h-39m-44s-921799
9,11,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
9,10,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
11,12,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
10,12,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
10,11,DB_V,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,9,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,12,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,11,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,10,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,4,DB_H,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,7,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
1,2,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
4,9,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
4,12,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
4,11,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
4,10,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
4,7,SB,H,H,1,0,2025-05-28--11h-39m-44s-921799
7,9,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
7,12,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
7,11,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
7,10,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
2,9,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
2,12,C,H,H,1,0,2025-05-28--11h-39m-44s-921799
