,Measurement Basis,TT,TR,RT,RR
0,H,121884,22382,144985,21156
1,D,21833,126500,30373,111168
2,R,73125,74435,54076,93693
3,V,20692,127287,21229,116425
4,A,121343,23417,134967,28480
5,L,70653,75851,110479,49054
