,Measurement Basis,TT,TR,RT,RR
0,H,135643,5618,168349,5250
1,D,91851,53309,96087,63891
2,R,88825,56415,112499,50782
3,V,5489,140865,11171,127316
4,A,51119,94820,78633,78345
5,L,53703,92401,59382,92975
