Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,135643,5618,168349,5250,303992,10868
1,D,91851,53309,96087,63891,187938,117200
2,R,88825,56415,112499,50782,201324,107197
3,V,5489,140865,11171,127316,16660,268181
4,A,51119,94820,78633,78345,129752,173165
5,L,53703,92401,59382,92975,113085,185376
