,Measurement Basis,TT,TR,RT,RR
0,H,91659,36252,90633,31355
1,D,89056,39864,62454,53135
2,R,116337,13257,126279,6718
3,V,35910,92563,42303,67632
4,A,38728,89891,68178,49243
5,L,12318,116694,5135,96978
