,Measurement Basis,TT,TR,RT,RR
0,H,65101,11620,75629,9990
1,D,58833,18800,58037,22807
2,R,49938,29503,68368,15884
3,V,9996,75680,14747,54695
4,A,15655,69709,27229,45916
5,L,24938,58548,16959,53968
