Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,3116,74148,4601,60020,7717,134168
1,D,46516,24795,62899,19620,109415,44415
2,R,29116,45519,50123,30612,79239,76131
3,V,63677,3785,85928,2747,149605,6532
4,A,20961,53869,28610,44843,49571,98712
5,L,39123,33833,44250,34341,83373,68174
