Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11047,69457,11772,57728,22819,127185
1,D,13523,66762,17375,56290,30898,123052
2,R,47377,27042,48911,32778,96288,59820
3,V,59296,13447,77340,11667,136636,25114
4,A,55972,15889,75545,11693,131517,27582
5,L,22921,55732,45956,34291,68877,90023
