Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65448,11284,76467,9393,141915,20677
1,D,61063,17052,62490,19479,123553,36531
2,R,45965,35333,63633,19170,109598,54503
3,V,9593,75225,14438,53508,24031,128733
4,A,13855,71415,22713,48809,36568,120224
5,L,29245,53264,20987,50319,50232,103583
