theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.5707963267948966,0.3141592653589793,26.049999999999997,45.0,-23.299999999999997,-44.99999999999999,10
