Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6250,110907,7349,91336,13599,202243
1,D,84145,35765,89144,34792,173289,70557
2,R,69044,50236,92922,31912,161966,82148
3,V,112830,6437,131248,4550,244078,10987
4,A,35199,83544,50320,63196,85519,146740
5,L,50091,69339,48387,64835,98478,134174
