,Measurement Basis,TT,TR,RT,RR
0,H,91970,35435,92294,28712
1,D,117439,10584,105870,20698
2,R,82389,45848,107479,19023
3,V,35336,92678,44002,65836
4,A,10007,118533,24659,81771
5,L,44387,82552,20968,83803
