Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,91970,35435,92294,28712,184264,64147
1,D,117439,10584,105870,20698,223309,31282
2,R,82389,45848,107479,19023,189868,64871
3,V,35336,92678,44002,65836,79338,158514
4,A,10007,118533,24659,81771,34666,200304
5,L,44387,82552,20968,83803,65355,166355
