,Measurement Basis,TT,TR,RT,RR
0,H,93266,4546,131296,4192
1,D,66595,37906,82825,42421
2,R,52417,54848,78044,45702
3,V,3879,112653,6696,100973
4,A,30851,79456,47827,69593
5,L,45023,63340,49772,67929
