data_dir,C,DB_H,DB_V,SB,N
2025-05-31--16h-58m-22s,14.5,7.0,40.0,19.0,80.5
2025-05-31--16h-58m-22s,23.5,6.0,39.0,11.5,80.0
2025-05-31--16h-58m-22s,16.5,8.0,40.0,16.5,81.0
2025-05-31--16h-58m-22s,17.5,13.0,34.0,15.0,79.5
2025-05-31--16h-58m-22s,21.0,11.0,35.0,13.0,80.0
2025-05-31--16h-58m-22s,14.0,5.0,43.0,18.0,80.0
2025-05-31--16h-58m-22s,16.0,6.0,39.0,18.0,79.0
2025-05-31--16h-58m-22s,14.0,12.0,42.0,13.5,81.5
2025-05-31--16h-58m-22s,19.0,8.0,38.0,15.0,80.0
2025-05-31--16h-58m-22s,23.0,8.0,34.0,14.5,79.5
2025-05-31--16h-58m-22s,15.5,13.0,44.0,8.0,80.5
2025-05-31--16h-58m-22s,16.0,9.0,40.0,15.0,80.0
2025-05-31--16h-58m-22s,16.0,10.0,40.0,15.5,81.5
2025-05-31--16h-58m-22s,22.0,8.0,32.0,16.5,78.5
2025-05-31--16h-58m-22s,14.5,10.0,40.0,15.5,80.0
2025-05-31--16h-58m-22s,22.0,6.0,36.0,14.0,78.0
2025-05-31--16h-58m-22s,15.5,7.0,46.0,10.5,79.0
2025-05-31--16h-58m-22s,18.0,8.0,38.0,16.5,80.5
2025-05-31--16h-58m-22s,16.0,3.0,46.0,15.0,80.0
2025-05-31--16h-58m-22s,19.0,9.0,39.0,13.5,80.5
2025-05-31--16h-58m-22s,18.5,7.0,38.0,17.0,80.5
2025-05-31--16h-58m-22s,18.0,10.0,35.0,16.0,79.0
2025-05-31--16h-58m-22s,16.5,10.0,40.0,12.5,79.0
2025-05-31--16h-58m-22s,14.5,9.0,41.0,14.5,79.0
2025-05-31--16h-58m-22s,20.0,7.0,34.0,18.0,79.0
2025-05-31--16h-58m-22s,22.0,8.0,37.0,15.0,82.0
2025-05-31--16h-58m-22s,19.0,15.0,31.0,16.5,81.5
2025-05-31--16h-58m-22s,20.5,12.0,34.0,11.5,78.0
2025-05-31--16h-58m-22s,18.5,14.0,34.0,13.5,80.0
2025-05-31--16h-58m-22s,14.5,6.0,46.0,13.5,80.0
2025-05-31--16h-58m-22s,20.5,3.0,46.0,10.5,80.0
2025-05-31--16h-58m-22s,11.5,10.0,40.0,17.5,79.0
2025-05-31--16h-58m-22s,16.5,12.0,37.0,13.0,78.5
2025-05-31--16h-58m-22s,20.0,7.0,38.0,15.0,80.0
2025-05-31--16h-58m-22s,17.0,9.0,39.0,15.0,80.0
2025-05-31--16h-58m-22s,22.0,7.0,35.0,15.5,79.5
2025-05-31--16h-58m-22s,18.5,6.0,35.0,19.5,79.0
2025-05-31--16h-58m-22s,22.5,3.0,42.0,13.0,80.5
2025-05-31--16h-58m-22s,23.5,7.0,31.0,18.0,79.5
2025-05-31--16h-58m-22s,16.5,9.0,42.0,11.0,78.5
2025-05-31--16h-58m-22s,18.0,9.0,38.0,17.0,82.0
2025-05-31--16h-58m-22s,14.0,11.0,42.0,13.5,80.5
2025-05-31--16h-58m-22s,17.0,5.0,41.0,15.5,78.5
2025-05-31--16h-58m-22s,19.5,12.0,34.0,15.5,81.0
2025-05-31--16h-58m-22s,13.5,10.0,40.0,17.0,80.5
2025-05-31--16h-58m-22s,18.0,8.0,39.0,16.0,81.0
2025-05-31--16h-58m-22s,20.5,10.0,40.0,9.5,80.0
2025-05-31--16h-58m-22s,14.0,11.0,41.0,14.5,80.5
2025-05-31--16h-58m-22s,14.5,6.0,44.0,14.5,79.0
2025-05-31--16h-58m-22s,15.5,9.0,37.0,17.5,79.0
2025-05-31--16h-58m-22s,19.0,7.0,33.0,20.5,79.5
2025-05-31--16h-58m-22s,16.5,5.0,43.0,16.0,80.5
2025-05-31--16h-58m-22s,21.0,6.0,42.0,11.5,80.5
2025-05-31--16h-58m-22s,16.0,9.0,36.0,20.5,81.5
2025-05-31--16h-58m-22s,21.5,7.0,34.0,16.5,79.0
2025-05-31--16h-58m-22s,18.5,9.0,37.0,16.0,80.5
2025-05-31--16h-58m-22s,14.0,9.0,43.0,13.5,79.5
2025-05-31--16h-58m-22s,15.5,11.0,38.0,15.0,79.5
2025-05-31--16h-58m-22s,14.0,9.0,42.0,14.5,79.5
2025-05-31--16h-58m-22s,16.5,12.0,32.0,18.5,79.0
2025-05-31--16h-58m-22s,15.0,11.0,35.0,19.0,80.0
2025-05-31--16h-58m-22s,18.5,4.0,44.0,12.5,79.0
2025-05-31--16h-58m-22s,12.0,10.0,38.0,20.0,80.0
2025-05-31--16h-58m-22s,15.5,6.0,39.0,18.5,79.0
2025-05-31--16h-58m-22s,17.0,9.0,35.0,17.0,78.0
2025-05-31--16h-58m-22s,19.5,4.0,43.0,15.0,81.5
2025-05-31--16h-58m-22s,19.0,12.0,29.0,21.5,81.5
2025-05-31--16h-58m-22s,18.5,4.0,46.0,12.5,81.0
2025-05-31--16h-58m-22s,18.0,10.0,39.0,12.0,79.0
2025-05-31--16h-58m-22s,18.5,9.0,38.0,16.0,81.5
2025-05-31--16h-58m-22s,18.0,18.0,33.0,11.0,80.0
2025-05-31--16h-58m-22s,15.5,10.0,35.0,18.0,78.5
2025-05-31--16h-58m-22s,22.0,10.0,30.0,16.0,78.0
2025-05-31--16h-58m-22s,19.0,8.0,34.0,19.5,80.5
2025-05-31--16h-58m-22s,15.5,10.0,34.0,22.0,81.5
2025-05-31--16h-58m-22s,17.5,6.0,43.0,11.5,78.0
2025-05-31--16h-58m-22s,14.5,4.0,47.0,15.0,80.5
2025-05-31--16h-58m-22s,15.5,11.0,34.0,20.5,81.0
2025-05-31--16h-58m-22s,21.5,6.0,34.0,17.5,79.0
2025-05-31--16h-58m-22s,24.0,10.0,31.0,14.5,79.5
2025-05-31--16h-58m-22s,16.0,8.0,41.0,15.5,80.5
2025-05-31--16h-58m-22s,22.5,3.0,34.0,19.5,79.0
2025-05-31--16h-58m-22s,15.5,7.0,40.0,17.0,79.5
2025-05-31--16h-58m-22s,15.5,13.0,36.0,16.0,80.5
2025-05-31--16h-58m-22s,17.0,6.0,37.0,20.5,80.5
2025-05-31--16h-58m-22s,17.5,7.0,38.0,16.0,78.5
2025-05-31--16h-58m-22s,15.5,7.0,39.0,18.0,79.5
2025-05-31--16h-58m-22s,14.0,9.0,45.0,12.0,80.0
2025-05-31--16h-58m-22s,18.0,6.0,39.0,15.0,78.0
2025-05-31--16h-58m-22s,11.5,10.0,41.0,19.0,81.5
2025-05-31--16h-58m-22s,17.0,7.0,42.0,12.5,78.5
2025-05-31--16h-58m-22s,16.5,3.0,50.0,9.0,78.5
2025-05-31--16h-58m-22s,18.5,2.0,45.0,16.0,81.5
2025-05-31--16h-58m-22s,19.0,3.0,42.0,17.0,81.0
2025-05-31--16h-58m-22s,13.0,5.0,45.0,16.0,79.0
2025-05-31--16h-58m-22s,18.0,4.0,40.0,17.0,79.0
2025-05-31--16h-58m-22s,17.0,13.0,38.0,11.5,79.5
2025-05-31--16h-58m-22s,14.5,6.0,42.0,16.5,79.0
2025-05-31--16h-58m-22s,20.0,15.0,28.0,17.5,80.5
2025-05-31--16h-58m-22s,12.0,11.0,39.0,18.0,80.0
2025-05-31--16h-58m-22s,22.5,10.0,37.0,12.5,82.0
2025-05-31--16h-58m-22s,19.0,6.0,39.0,15.0,79.0
2025-05-31--16h-58m-22s,17.0,6.0,41.0,14.0,78.0
2025-05-31--16h-58m-22s,21.5,6.0,39.0,14.0,80.5
2025-05-31--16h-58m-22s,20.0,7.0,39.0,14.5,80.5
2025-05-31--16h-58m-22s,16.5,9.0,31.0,23.0,79.5
2025-05-31--16h-58m-22s,20.0,9.0,34.0,17.0,80.0
2025-05-31--16h-58m-22s,17.5,7.0,38.0,15.5,78.0
2025-05-31--16h-58m-22s,15.0,8.0,41.0,14.5,78.5
2025-05-31--16h-58m-22s,21.5,9.0,36.0,13.5,80.0
2025-05-31--16h-58m-22s,23.0,9.0,26.0,20.5,78.5
2025-05-31--16h-58m-22s,14.0,16.0,33.0,18.0,81.0
