angle,singles,coincidences
0.0,11403,947
9.0,11165,1026
18.0,11013,1243
27.0,11266,1474
36.0,10933,1665
45.0,11152,1813
54.0,11230,1715
63.0,11098,1584
72.0,11153,1254
81.0,11119,1064
90.0,11075,858
99.0,11093,1010
108.0,11150,1175
117.0,11213,1457
126.0,11026,1731
135.0,11296,1792
144.0,11140,1685
153.0,11112,1430
162.0,11269,1266
171.0,11157,1026
180.0,11441,901
