Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,83940,16928,117549,14242,201489,31170
1,D,82176,19357,98605,29661,180781,49018
2,R,57939,49163,95400,32445,153339,81608
3,V,14223,98467,21749,88024,35972,186491
4,A,15797,97830,33024,81404,48821,179234
5,L,40408,69344,34299,79828,74707,149172
