,Measurement Basis,TT,TR,RT,RR
0,H,124770,4793,125160,4056
1,D,86501,44376,77988,40017
2,R,72854,58548,78377,39931
3,V,4597,125669,6767,90299
4,A,42652,86734,47133,62201
5,L,56681,73064,44779,63297
