,Measurement Basis,TT,TR,RT,RR
0,H,36525,39225,40702,33960
1,D,17141,62620,6846,60370
2,R,65718,6600,66584,17378
3,V,33651,43269,43769,33010
4,A,52805,20646,80006,5605
5,L,5405,75921,21963,49166
