data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-45m-09s,2.5,4.0,146.0,47.5,200.0
2025-05-23--18h-45m-09s,4.0,7.0,145.0,44.0,200.0
2025-05-23--18h-45m-09s,4.0,5.0,143.0,48.0,200.0
2025-05-23--18h-45m-09s,4.0,9.0,138.0,49.0,200.0
2025-05-23--18h-45m-09s,5.0,6.0,144.0,45.0,200.0
2025-05-23--18h-45m-09s,3.0,3.0,151.0,43.0,200.0
2025-05-23--18h-45m-09s,4.0,1.0,153.0,42.0,200.0
2025-05-23--18h-45m-09s,2.5,7.0,148.0,42.5,200.0
2025-05-23--18h-45m-09s,1.5,3.0,146.0,49.5,200.0
2025-05-23--18h-45m-09s,4.5,3.0,147.0,45.5,200.0
2025-05-23--18h-45m-09s,4.0,3.0,141.0,52.0,200.0
2025-05-23--18h-45m-09s,5.0,14.0,151.0,30.0,200.0
2025-05-23--18h-45m-09s,2.5,8.0,148.0,41.5,200.0
2025-05-23--18h-45m-09s,2.5,10.0,146.0,41.5,200.0
2025-05-23--18h-45m-09s,3.5,5.0,146.0,45.5,200.0
2025-05-23--18h-45m-09s,4.5,8.0,132.0,55.5,200.0
2025-05-23--18h-45m-09s,3.0,4.0,142.0,51.0,200.0
2025-05-23--18h-45m-09s,2.0,7.0,140.0,51.0,200.0
2025-05-23--18h-45m-09s,5.0,9.0,135.0,51.0,200.0
2025-05-23--18h-45m-09s,3.0,5.0,145.0,47.0,200.0
2025-05-23--18h-45m-09s,4.0,6.0,137.0,53.0,200.0
2025-05-23--18h-45m-09s,2.0,6.0,145.0,47.0,200.0
2025-05-23--18h-45m-09s,5.5,3.0,152.0,39.5,200.0
2025-05-23--18h-45m-09s,7.0,4.0,148.0,41.0,200.0
2025-05-23--18h-45m-09s,5.5,7.0,144.0,43.5,200.0
2025-05-23--18h-45m-09s,5.5,5.0,144.0,45.5,200.0
2025-05-23--18h-45m-09s,3.5,4.0,146.0,46.5,200.0
2025-05-23--18h-45m-09s,0.0,3.0,155.0,42.0,200.0
2025-05-23--18h-45m-09s,3.0,6.0,142.0,49.0,200.0
2025-05-23--18h-45m-09s,5.0,6.0,140.0,49.0,200.0
2025-05-23--18h-45m-09s,4.0,6.0,149.0,41.0,200.0
2025-05-23--18h-45m-09s,3.0,7.0,152.0,38.0,200.0
