,Measurement Basis,TT,TR,RT,RR
0,H,24639,52201,29480,42875
1,D,66283,4294,73587,12093
2,R,45836,28482,74560,10895
3,V,45738,29046,63242,20517
4,A,3545,77711,16463,54346
5,L,24498,53832,15289,55294
