,Measurement Basis,TT,TR,RT,RR
0,H,301,144447,3943,123557
1,D,72923,74961,92072,62189
2,R,75173,71593,95262,59540
3,V,146004,493,171389,1183
4,A,74318,72712,89733,62580
5,L,72429,75454,89210,63765
