,Measurement Basis,TT,TR,RT,RR
0,H,17323,92021,22694,83013
1,D,91591,21250,109744,13146
2,R,38130,72888,66458,49324
3,V,94192,17633,107556,14668
4,A,21056,89514,17851,90087
5,L,73896,38184,61642,52819
