Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,39403,37042,45070,31559,84473,68601
1,D,52105,23695,44197,34320,96302,58015
2,R,68149,5331,87984,1328,156133,6659
3,V,32558,47359,44081,33832,76639,81191
4,A,19579,62106,45204,33743,64783,95849
5,L,4349,79186,585,66139,4934,145325
