,Measurement Basis,TT,TR,RT,RR
0,H,39403,37042,45070,31559
1,D,52105,23695,44197,34320
2,R,68149,5331,87984,1328
3,V,32558,47359,44081,33832
4,A,19579,62106,45204,33743
5,L,4349,79186,585,66139
