Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,142964,1007,171533,1457,314497,2464
1,D,70925,74955,81599,71915,152524,146870
2,R,69380,78656,77025,77038,146405,155694
3,V,544,147643,1182,133390,1726,281033
4,A,71501,74342,83136,71200,154637,145542
5,L,73595,72298,85936,68423,159531,140721
