,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,3828,0,105495,0,0,0,0,0,3015,0,112410,0,0,0,0,22472,546,663,26,1
1,6.67,0,3999,0,105816,0,0,0,0,0,3086,0,113033,0,0,0,0,22342,503,701,32,1
2,7.07,0,3901,0,105260,0,0,0,0,0,3105,0,112388,0,0,0,0,22203,521,700,30,1
3,7.47,0,3945,0,105272,0,0,0,0,0,3134,0,112931,0,0,0,0,22414,553,683,31,1
4,7.87,0,4055,0,105334,0,0,0,0,0,3000,0,112518,0,0,0,0,22519,514,736,25,1
5,8.27,0,3971,0,105676,0,0,0,0,0,3019,0,112933,0,0,0,0,22644,523,695,38,1
6,8.67,0,3971,0,105280,0,0,0,0,0,3148,0,112869,0,0,0,0,22813,555,668,31,1
7,9.07,0,3997,0,105813,0,0,0,0,0,3134,0,112561,0,0,0,0,22715,571,685,34,1
8,9.47,0,3980,0,104534,0,0,0,0,0,3045,0,111796,0,0,0,0,21547,562,685,30,1
9,9.87,0,3961,0,99402,0,0,0,0,0,3052,0,106916,0,0,0,0,11965,554,637,34,1
10,9.97,0,4025,0,98870,0,0,0,0,0,3131,0,105455,0,0,0,0,8287,585,614,44,1
11,10.07,0,3968,0,96599,0,0,0,0,0,3038,0,102793,0,0,0,0,4561,536,631,36,1
12,10.17,0,3974,0,95638,0,0,0,0,0,3124,0,101501,0,0,0,0,1790,569,598,27,1
13,10.27,0,3995,0,94887,0,0,0,0,0,3150,0,100377,0,0,0,0,566,533,551,40,1
14,10.37,0,3975,0,94851,0,0,0,0,0,3113,0,101057,0,0,0,0,1087,519,541,31,1
15,10.47,0,4013,0,96320,0,0,0,0,0,3110,0,101995,0,0,0,0,3126,523,608,32,1
16,10.57,0,4135,0,97624,0,0,0,0,0,3045,0,103789,0,0,0,0,6456,486,648,43,1
17,10.67,0,3982,0,99662,0,0,0,0,0,3178,0,106134,0,0,0,0,10132,569,635,27,1
18,10.77,0,3922,0,101644,0,0,0,0,0,3238,0,107670,0,0,0,0,13645,572,658,28,1
19,11.07,0,4053,0,104048,0,0,0,0,0,3085,0,111655,0,0,0,0,20866,573,668,30,1
20,11.47,0,4039,0,105000,0,0,0,0,0,3114,0,112687,0,0,0,0,22450,544,734,41,1
21,11.87,0,4009,0,104854,0,0,0,0,0,3067,0,112049,0,0,0,0,22307,497,713,33,1
22,12.27,0,3959,0,105006,0,0,0,0,0,3064,0,112593,0,0,0,0,22353,565,659,30,1
23,12.67,0,3948,0,104929,0,0,0,0,0,3096,0,112639,0,0,0,0,22421,535,686,34,1
24,13.07,0,4047,0,103982,0,0,0,0,0,3160,0,112402,0,0,0,0,22159,553,749,26,1
25,13.47,0,3880,0,104193,0,0,0,0,0,3007,0,111956,0,0,0,0,22241,524,679,29,1
26,13.87,0,3879,0,104784,0,0,0,0,0,3152,0,112694,0,0,0,0,22191,563,683,35,1
27,14.27,0,3995,0,104341,0,0,0,0,0,3057,0,111845,0,0,0,0,22077,545,721,25,1
