detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
2,10,2554316177399435264,2554316177399435264,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177415314432,2554316177415314432,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177419358720,2554316177419358720,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,11,2554316177422613504,2554316177422613504,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
10,11,2554316177423148544,2554316177423148544,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
2,7,2554316177423323648,2554316177423323648,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,11,2554316177424803840,2554316177424803840,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177425210880,2554316177425210880,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
9,11,2554316177428312576,2554316177428312576,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177435933696,2554316177435933696,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177438764544,2554316177438764544,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,11,2554316177447097344,2554316177447097344,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177447687168,2554316177447687168,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
4,7,2554316177448019456,2554316177448019456,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177448850944,2554316177448850944,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,7,2554316177451636736,2554316177451636736,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
10,11,2554316177459505664,2554316177459505664,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
2,4,2554316177460810240,2554316177460810240,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177460959744,2554316177460959744,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
1,2,2554316177472081920,2554316177472081920,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177473055744,2554316177473055744,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,10,2554316177473656832,2554316177473656832,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177476419584,2554316177476419584,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,7,2554316177478215168,2554316177478215168,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
10,11,2554316177494622720,2554316177494622720,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
10,11,2554316177494783488,2554316177494783488,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
7,10,2554316177502550016,2554316177502550016,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
11,12,2554316177504381440,2554316177504381440,2025-06-18--17h-41m-56s,H,H,2025-06-18--17h-41m-29s
2,7,2554316177508458496,2554316177508458496,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,11,2554316177511026176,2554316177511026176,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
7,11,2554316177516368384,2554316177516368384,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
2,7,2554316177528654336,2554316177528654336,2025-06-18--17h-41m-57s,H,H,2025-06-18--17h-41m-29s
