data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-18m-47s,0.0,14.0,5.0,21.0,40.0,1.340335289368688,0.0
2025-05-23--18h-18m-47s,1.0,18.0,1.0,20.0,40.0,1.124672394791883,0.21681495800151976
2025-05-23--18h-18m-47s,1.0,13.0,10.0,16.0,40.0,1.4945804282889525,0.2414722726357701
2025-05-23--18h-18m-47s,2.0,12.0,9.0,17.0,40.0,1.4945804282889525,0.3258461372921336
2025-05-23--18h-18m-47s,0.0,17.0,6.0,17.0,40.0,1.2878481370207542,0.0
2025-05-23--18h-18m-47s,0.5,16.0,5.0,18.5,40.0,1.2878481370207542,0.1605571994952417
2025-05-23--18h-18m-47s,0.5,14.0,9.0,16.5,40.0,1.4435496611240408,0.1698338530039141
2025-05-23--18h-18m-47s,0.0,11.0,8.0,21.0,40.0,1.4945804282889525,0.0
2025-05-23--18h-18m-47s,0.0,12.0,5.0,23.0,40.0,1.392183159977425,0.0
2025-05-23--18h-18m-47s,0.0,11.0,7.0,22.0,40.0,1.4690982728642359,0.0
2025-05-23--18h-18m-47s,1.5,16.0,4.0,18.5,40.0,1.2613109239596536,0.27347947429872654
2025-05-23--18h-18m-47s,1.0,13.0,8.0,18.0,40.0,1.4435496611240408,0.2281500639200517
2025-05-23--18h-18m-47s,0.5,18.0,8.0,13.5,40.0,1.3141821007608674,0.18736105494478966
2025-05-23--18h-18m-47s,0.5,16.0,6.0,17.5,40.0,1.3141821007608674,0.16500025197837404
2025-05-23--18h-18m-47s,1.0,14.0,5.0,20.0,40.0,1.340335289368688,0.21681495800151976
2025-05-23--18h-18m-47s,0.0,12.0,13.0,15.0,40.0,1.596179763204715,0.0
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.596179763204715,0.1605571994952417
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.596179763204715,0.1605571994952417
2025-05-23--18h-18m-47s,0.5,13.0,8.0,18.5,40.0,1.4435496611240408,0.1605571994952417
2025-05-23--18h-18m-47s,0.0,11.0,14.0,15.0,40.0,1.6470122253008406,0.0
2025-05-23--18h-18m-47s,0.5,16.0,4.0,19.5,40.0,1.2613109239596536,0.15645478250875602
2025-05-23--18h-18m-47s,0.5,8.0,9.0,22.5,40.0,1.596179763204715,0.14580946590508773
2025-05-23--18h-18m-47s,0.0,15.0,8.0,17.0,40.0,1.392183159977425,0.0
2025-05-23--18h-18m-47s,1.0,16.0,7.0,16.0,40.0,1.340335289368688,0.2414722726357701
2025-05-23--18h-18m-47s,0.5,13.0,6.0,20.5,40.0,1.392183159977425,0.1526515855116385
2025-05-23--18h-18m-47s,0.0,10.0,13.0,17.0,40.0,1.6470122253008406,0.0
2025-05-23--18h-18m-47s,1.5,5.0,15.0,18.5,40.0,1.8274105528289257,0.27347947429872654
2025-05-23--18h-18m-47s,0.5,19.0,7.0,13.5,40.0,1.2613109239596536,0.18736105494478966
2025-05-23--18h-18m-47s,1.0,14.0,8.0,17.0,40.0,1.4179172430137281,0.2345277804372816
2025-05-23--18h-18m-47s,0.5,14.0,10.0,15.5,40.0,1.4690982728642359,0.1751187949816745
2025-05-23--18h-18m-47s,0.0,14.0,9.0,17.0,40.0,1.4435496611240408,0.0
2025-05-23--18h-18m-47s,0.5,11.0,8.0,20.5,40.0,1.4945804282889525,0.1526515855116385
2025-05-23--18h-18m-47s,0.5,17.0,4.0,18.5,40.0,1.234546524913781,0.1605571994952417
2025-05-23--18h-18m-47s,0.0,13.0,7.0,20.0,40.0,1.4179172430137281,0.0
2025-05-23--18h-18m-47s,0.0,11.0,9.0,20.0,40.0,1.5200130804813765,0.0
2025-05-23--18h-18m-47s,0.5,19.0,9.0,11.5,40.0,1.3141821007608674,0.20259184530918437
2025-05-23--18h-18m-47s,1.0,11.0,6.0,22.0,40.0,1.4435496611240408,0.20701741667234583
2025-05-23--18h-18m-47s,0.0,15.0,10.0,15.0,40.0,1.4435496611240408,0.0
2025-05-23--18h-18m-47s,1.5,10.0,7.0,21.5,40.0,1.4945804282889525,0.25455774313458746
2025-05-23--18h-18m-47s,0.5,12.0,10.0,17.5,40.0,1.5200130804813765,0.16500025197837404
2025-05-23--18h-18m-47s,0.5,17.0,7.0,15.5,40.0,1.3141821007608674,0.1751187949816745
2025-05-23--18h-18m-47s,1.5,14.0,8.0,16.5,40.0,1.4179172430137281,0.28872253391069386
2025-05-23--18h-18m-47s,1.0,10.0,6.0,23.0,40.0,1.4690982728642359,0.20259184530918437
2025-05-23--18h-18m-47s,0.5,12.0,9.0,18.5,40.0,1.4945804282889525,0.1605571994952417
