,Measurement Basis,TT,TR,RT,RR
0,H,294,116936,730,100931
1,D,51129,57556,70439,48613
2,R,49918,58012,71532,47830
3,V,98558,476,131416,1061
4,A,48087,60338,63804,53728
5,L,49472,59476,65091,53018
