Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,64084,11016,75084,8913,139168,19929
1,D,58290,18198,71874,12132,130164,30330
2,R,25473,56630,41085,34728,66558,91358
3,V,9532,74570,14688,52991,24220,127561
4,A,14957,68100,12718,54859,27675,122959
5,L,47640,30633,41681,33725,89321,64358
