,Measurement Basis,TT,TR,RT,RR
0,H,64084,11016,75084,8913
1,D,58290,18198,71874,12132
2,R,25473,56630,41085,34728
3,V,9532,74570,14688,52991
4,A,14957,68100,12718,54859
5,L,47640,30633,41681,33725
