detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
10,11,2554316836479033856,2554316836479033856,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
10,11,2554316836499637248,2554316836499637248,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,10,2554316836511432704,2554316836511432704,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
7,11,2554316836531577856,2554316836531577856,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,10,2554316836533677568,2554316836533677568,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,11,2554316836545516032,2554316836545516032,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
7,11,2554316836550546944,2554316836550546944,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,11,2554316836553472512,2554316836553472512,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
10,11,2554316836570899456,2554316836570899456,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,7,2554316836589476864,2554316836589476864,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,11,2554316836598608896,2554316836598608896,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,10,2554316836601089024,2554316836601089024,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,11,2554316836601824256,2554316836601824256,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
10,11,2554316836602522624,2554316836602522624,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
2,10,2554316836602875392,2554316836602875392,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
7,11,2554316836612382720,2554316836612382720,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
10,11,2554316836614202880,2554316836614202880,2025-06-18--17h-43m-40s,H,H,2025-06-18--17h-43m-12s
