,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,53929,0,61267,0,0,0,0,0,54985,0,63419,0,0,0,0,6642,5733,5779,4997,1
1,6.67,0,54058,0,61456,0,0,0,0,0,55115,0,63755,0,0,0,0,6617,5805,5949,5072,1
2,7.07,0,53702,0,60630,0,0,0,0,0,54895,0,63271,0,0,0,0,6690,5606,5892,4932,1
3,7.47,0,53962,0,61199,0,0,0,0,0,54799,0,63710,0,0,0,0,6803,5682,5903,5005,1
4,7.87,0,54177,0,61018,0,0,0,0,0,54869,0,63419,0,0,0,0,6688,5645,5908,5056,1
5,8.27,0,54122,0,60431,0,0,0,0,0,54396,0,63692,0,0,0,0,6750,5656,6047,4926,1
6,8.67,0,54130,0,60671,0,0,0,0,0,55487,0,63980,0,0,0,0,6850,5873,5998,5094,1
7,9.07,0,54002,0,60504,0,0,0,0,0,55034,0,63678,0,0,0,0,6789,5702,6015,5122,1
8,9.47,0,54155,0,60888,0,0,0,0,0,55294,0,63856,0,0,0,0,6490,5497,5642,4834,1
9,9.87,0,53304,0,59604,0,0,0,0,0,54115,0,62125,0,0,0,0,3597,3182,3813,2722,1
10,9.97,0,52492,0,58321,0,0,0,0,0,53413,0,61379,0,0,0,0,2456,2226,2869,1894,1
11,10.07,0,51956,0,58162,0,0,0,0,0,53183,0,60401,0,0,0,0,1430,1274,2232,1100,1
12,10.17,0,51670,0,57470,0,0,0,0,0,52600,0,60050,0,0,0,0,639,572,1633,515,1
13,10.27,0,51817,0,57470,0,0,0,0,0,52872,0,60084,0,0,0,0,239,290,1389,225,1
14,10.37,0,52314,0,57505,0,0,0,0,0,52933,0,60538,0,0,0,0,351,386,1513,289,1
15,10.47,0,52381,0,58173,0,0,0,0,0,52769,0,60180,0,0,0,0,989,846,1904,818,1
16,10.57,0,52624,0,58503,0,0,0,0,0,53487,0,60891,0,0,0,0,1983,1736,2564,1544,1
17,10.67,0,53047,0,58633,0,0,0,0,0,54285,0,61472,0,0,0,0,3016,2655,3428,2318,1
18,10.77,0,53198,0,59179,0,0,0,0,0,54502,0,62019,0,0,0,0,4021,3451,4024,3048,1
19,11.07,0,54255,0,61297,0,0,0,0,0,55775,0,63451,0,0,0,0,6192,5427,5493,4717,1
20,11.47,0,54159,0,60785,0,0,0,0,0,55436,0,63664,0,0,0,0,6498,5691,6035,4987,1
21,11.87,0,54395,0,60140,0,0,0,0,0,55303,0,63481,0,0,0,0,6570,5651,6016,4954,1
22,12.27,0,53894,0,60315,0,0,0,0,0,55861,0,63128,0,0,0,0,6584,5674,5761,4972,1
23,12.67,0,54584,0,60670,0,0,0,0,0,55415,0,63301,0,0,0,0,6520,5652,5877,5225,1
24,13.07,0,54102,0,59834,0,0,0,0,0,55378,0,63160,0,0,0,0,6502,5790,5783,4972,1
25,13.47,0,53570,0,60379,0,0,0,0,0,55614,0,62936,0,0,0,0,6530,5721,5770,5002,1
26,13.87,0,54366,0,59727,0,0,0,0,0,55314,0,63541,0,0,0,0,6613,5630,5969,4955,1
27,14.27,0,53835,0,60382,0,0,0,0,0,55543,0,62856,0,0,0,0,6501,5715,5769,5089,1
