,Measurement Basis,TT,TR,RT,RR
0,H,33287,31571,33433,31816
1,D,65902,1055,57511,7043
2,R,27204,37751,13079,52393
3,V,33030,32574,28810,36719
4,A,993,61569,7034,58322
5,L,39736,25767,51159,13257
