Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,137039,5512,170161,4725,307200,10237
1,D,97126,48033,107322,55446,204448,103479
2,R,78209,66326,105199,56589,183408,122915
3,V,5453,141643,11861,127068,17314,268711
4,A,45790,100199,67024,87043,112814,187242
5,L,63031,82131,65748,87454,128779,169585
