theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
1.5707963267948966,1.5707963267948966,26.049999999999997,45.0,32.300000000000004,45.0,2,10,32.7C
