Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,31598,32335,32682,32565,64280,64900
1,D,39858,25124,52986,12144,92844,37268
2,R,1115,62148,7992,56937,9107,119085
3,V,34519,30502,34632,30644,69151,61146
4,A,26772,37345,12109,52962,38881,90307
5,L,65090,1163,56839,7727,121929,8890
