,Measurement Basis,TT,TR,RT,RR
0,H,40702,39428,48102,31863
1,D,72822,2668,77850,11540
2,R,48912,30628,78449,10670
3,V,33904,47211,47644,33021
4,A,1992,83146,14287,58046
5,L,25803,56730,13099,58552
