Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,542,147874,921,124278,1463,272152
1,D,73064,76201,86911,62710,159975,138911
2,R,76421,72894,91808,59901,168229,132795
3,V,148179,985,168094,1540,316273,2525
4,A,74625,73501,86084,62996,160709,136497
5,L,72855,76199,84953,64935,157808,141134
