,Measurement Basis,TT,TR,RT,RR
0,H,68812,36329,95321,32352
1,D,73056,32978,67466,54868
2,R,89767,12471,127662,7514
3,V,30923,80959,41962,72246
4,A,26455,86655,66081,55473
5,L,10027,107276,5918,103716
