Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,41584,38960,39810,33716,81394,72676
1,D,28678,53003,13656,54931,42334,107934
2,R,77650,2523,73504,10582,151154,13105
3,V,38524,42802,43462,32274,81986,75076
4,A,51176,30012,71660,10850,122836,40862
5,L,2206,80429,13057,55385,15263,135814
