,Measurement Basis,TT,TR,RT,RR
0,H,56816,21160,64417,19002
1,D,9800,76898,4983,63873
2,R,52585,27455,44318,35783
3,V,17504,67766,22534,50751
4,A,64565,12139,83044,5337
5,L,22501,62026,44556,34716
