Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,31965,29574,27156,28331,59121,57905
1,D,36647,25062,20660,35343,57307,60405
2,R,61897,973,55593,1470,117490,2443
3,V,30695,31016,29496,26345,60191,57361
4,A,25857,35348,36692,19475,62549,54823
5,L,851,59733,1620,53696,2471,113429
