detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
2,10,2554325553822002176,2554325553822002176,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,11,2554325553824152576,2554325553824152576,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,11,2554325553825698816,2554325553825698816,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553832279552,2554325553832279552,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553838783488,2554325553838783488,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553852017664,2554325553852017664,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553857676288,2554325553857676288,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553860808192,2554325553860808192,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325553867076096,2554325553867076096,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553878164480,2554325553878164480,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325553881861632,2554325553881861632,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,11,2554325553889202176,2554325553889202176,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,7,2554325553895487488,2554325553895487488,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553905026048,2554325553905026048,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553906556928,2554325553906556928,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325553907081216,2554325553907081216,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325553909860864,2554325553909860864,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325553918980608,2554325553918980608,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325553919519744,2554325553919519744,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553920138752,2554325553920138752,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,7,2554325553920617984,2554325553920617984,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325553926526464,2554325553926526464,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553927420416,2554325553927420416,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553931618816,2554325553931618816,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553936406016,2554325553936406016,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325553937611776,2554325553937611776,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325553944953344,2554325553944953344,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325553952161280,2554325553952161280,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325553957889536,2554325553957889536,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,7,2554325553960231936,2554325553960231936,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,11,2554325553960413184,2554325553960413184,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,7,2554325553964736512,2554325553964736512,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325553996175360,2554325553996175360,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
10,11,2554325554002209280,2554325554002209280,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325554012174336,2554325554012174336,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325554013610496,2554325554013610496,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325554016222720,2554325554016222720,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,10,2554325554023845888,2554325554023845888,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325554034511872,2554325554034511872,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,11,2554325554055404032,2554325554055404032,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325554074264576,2554325554074264576,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
7,11,2554325554082176000,2554325554082176000,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325554090032128,2554325554090032128,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
2,10,2554325554092653056,2554325554092653056,2025-06-18--18h-06m-21s,H,H,2025-06-18--18h-05m-54s
