,Measurement Basis,TT,TR,RT,RR
0,H,7218,105858,9077,88776
1,D,40993,65181,42618,64756
2,R,72889,28563,91442,28988
3,V,89878,8965,118341,9000
4,A,55918,47763,87821,30982
5,L,25338,84682,42773,65964
