data_dir,C',SB,VV,HH,N
2025-06-19--18h-16m-31s,16.0,16.0,4.0,84.0,120.0
2025-06-19--18h-16m-31s,13.0,15.0,3.0,89.0,120.0
2025-06-19--18h-16m-31s,14.0,18.0,2.0,86.0,120.0
2025-06-19--18h-16m-31s,22.0,15.0,6.0,77.0,120.0
2025-06-19--18h-16m-31s,15.0,15.0,1.0,89.0,120.0
2025-06-19--18h-16m-31s,12.0,21.0,3.0,84.0,120.0
2025-06-19--18h-16m-31s,22.0,14.0,6.0,78.0,120.0
2025-06-19--18h-16m-31s,18.0,12.0,4.0,86.0,120.0
2025-06-19--18h-16m-31s,13.0,12.0,4.0,91.0,120.0
2025-06-19--18h-16m-31s,18.0,10.0,2.0,90.0,120.0
2025-06-19--18h-16m-31s,17.0,13.0,8.0,82.0,120.0
2025-06-19--18h-16m-31s,15.0,20.0,2.0,83.0,120.0
2025-06-19--18h-16m-31s,22.0,14.0,1.0,83.0,120.0
2025-06-19--18h-16m-31s,16.0,6.0,1.0,97.0,120.0
2025-06-19--18h-16m-31s,12.0,11.0,3.0,94.0,120.0
2025-06-19--18h-16m-31s,20.0,11.0,3.0,86.0,120.0
2025-06-19--18h-16m-31s,20.0,13.0,4.0,83.0,120.0
2025-06-19--18h-16m-31s,15.0,8.0,2.0,95.0,120.0
2025-06-19--18h-16m-31s,16.0,16.0,2.0,86.0,120.0
2025-06-19--18h-16m-31s,17.0,13.0,4.0,86.0,120.0
2025-06-19--18h-16m-31s,19.0,19.0,1.0,81.0,120.0
2025-06-19--18h-16m-31s,16.0,4.0,3.0,97.0,120.0
2025-06-19--18h-16m-31s,19.0,7.0,5.0,89.0,120.0
2025-06-19--18h-16m-31s,13.0,11.0,0.0,96.0,120.0
2025-06-19--18h-16m-31s,13.0,15.0,4.0,88.0,120.0
2025-06-19--18h-16m-31s,15.0,10.0,2.0,93.0,120.0
2025-06-19--18h-16m-31s,25.0,14.0,4.0,77.0,120.0
2025-06-19--18h-16m-31s,19.0,9.0,3.0,89.0,120.0
2025-06-19--18h-16m-31s,17.0,12.0,2.0,89.0,120.0
2025-06-19--18h-16m-31s,19.0,13.0,4.0,84.0,120.0
2025-06-19--18h-16m-31s,20.0,10.0,4.0,86.0,120.0
2025-06-19--18h-16m-31s,18.0,16.0,2.0,84.0,120.0
2025-06-19--18h-16m-31s,13.0,12.0,5.0,90.0,120.0
2025-06-19--18h-16m-31s,14.0,6.0,2.0,98.0,120.0
2025-06-19--18h-16m-31s,16.0,13.0,1.0,90.0,120.0
2025-06-19--18h-16m-31s,22.0,9.0,4.0,85.0,120.0
2025-06-19--18h-16m-31s,23.0,14.0,1.0,82.0,120.0
2025-06-19--18h-16m-31s,13.0,15.0,0.0,92.0,120.0
2025-06-19--18h-16m-31s,19.0,13.0,1.0,87.0,120.0
2025-06-19--18h-16m-31s,21.0,12.0,0.0,87.0,120.0
2025-06-19--18h-16m-31s,16.0,17.0,7.0,80.0,120.0
2025-06-19--18h-16m-31s,17.0,10.0,1.0,92.0,120.0
2025-06-19--18h-16m-31s,14.0,7.0,6.0,93.0,120.0
2025-06-19--18h-16m-31s,17.0,11.0,5.0,87.0,120.0
2025-06-19--18h-16m-31s,22.0,11.0,1.0,86.0,120.0
2025-06-19--18h-16m-31s,19.0,13.0,5.0,83.0,120.0
2025-06-19--18h-16m-31s,14.0,18.0,2.0,86.0,120.0
2025-06-19--18h-16m-31s,13.0,17.0,5.0,85.0,120.0
2025-06-19--18h-16m-31s,13.0,6.0,4.0,97.0,120.0
