,Measurement Basis,TT,TR,RT,RR
0,H,41584,38960,39810,33716
1,D,28678,53003,13656,54931
2,R,77650,2523,73504,10582
3,V,38524,42802,43462,32274
4,A,51176,30012,71660,10850
5,L,2206,80429,13057,55385
